team_name,source_page,source,table_index,row_index,scraped_at,#,Active Cap Spending,Cap Space,Dead Money,Effective Cap Space,Team
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,2,2026-03-08T19:45:54.439574+00:00,9,"$41,292,346","$310,707,654",$0,"$269,757,654",Rams
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,3,2026-03-08T19:45:54.439639+00:00,11,"$48,735,469","$303,264,531",$0,"$264,264,531",Raiders
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,4,2026-03-08T19:45:54.439702+00:00,11,"$67,565,813","$284,434,187",$0,"$245,434,187",Titans
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,5,2026-03-08T19:45:54.439771+00:00,22,"$69,074,644","$282,925,356",$0,"$254,650,356",Saints
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,6,2026-03-08T19:45:54.439840+00:00,13,"$73,011,115","$278,988,885",$0,"$241,938,885",Jets
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,7,2026-03-08T19:45:54.439905+00:00,14,"$77,621,201","$274,378,799",$0,"$238,303,799",Seahawks
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,8,2026-03-08T19:45:54.439970+00:00,12,"$78,417,712","$273,582,288",$0,"$235,557,288",Commanders
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,9,2026-03-08T19:45:54.440039+00:00,8,"$88,849,252","$263,150,748",$0,"$221,225,748",Giants
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,10,2026-03-08T19:45:54.440104+00:00,15,"$90,616,793","$261,383,207",$0,"$226,283,207",Colts
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,11,2026-03-08T19:45:54.440168+00:00,11,"$93,610,144","$258,389,856",$0,"$219,389,856",Falcons
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,12,2026-03-08T19:45:54.440236+00:00,17,"$97,865,576","$254,134,424",$0,"$220,984,424",Texans
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,13,2026-03-08T19:45:54.440302+00:00,10,"$110,708,217","$241,291,783",$0,"$201,316,783",Cardinals
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,14,2026-03-08T19:45:54.440368+00:00,14,"$110,773,305","$241,226,695",$0,"$205,151,695",Patriots
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,15,2026-03-08T19:45:54.440433+00:00,15,"$113,761,374","$238,238,626",$0,"$203,138,626",Buccaneers
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,16,2026-03-08T19:45:54.440497+00:00,13,"$119,251,545","$232,748,455",$0,"$195,698,455",Panthers
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,17,2026-03-08T19:45:54.440562+00:00,11,"$128,930,687","$223,069,313",$0,"$184,069,313",Steelers
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,18,2026-03-08T19:45:54.440627+00:00,11,"$144,678,219","$207,321,781",$0,"$168,321,781",Bengals
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,19,2026-03-08T19:45:54.440696+00:00,12,"$147,750,747","$204,249,253",$0,"$166,224,253",Chargers
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,20,2026-03-08T19:45:54.440764+00:00,17,"$149,509,483","$202,490,517",$0,"$169,340,517",Dolphins
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,21,2026-03-08T19:45:54.440830+00:00,17,"$164,816,685","$187,183,315",$0,"$154,033,315",Vikings
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,22,2026-03-08T19:45:54.440895+00:00,22,"$175,417,385","$176,582,615",$0,"$148,307,615",Ravens
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,23,2026-03-08T19:45:54.440960+00:00,24,"$177,537,528","$174,462,472",$0,"$148,137,472",Jaguars
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,24,2026-03-08T19:45:54.441025+00:00,25,"$191,779,939","$160,220,061",$0,"$134,870,061",Browns
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,25,2026-03-08T19:45:54.441089+00:00,13,"$192,887,685","$159,112,315",$0,"$122,062,315",Chiefs
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,26,2026-03-08T19:45:54.441156+00:00,15,"$204,767,704","$147,232,296",$0,"$112,132,296",Packers
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,27,2026-03-08T19:45:54.441222+00:00,22,"$224,986,338","$127,013,662",$0,"$98,738,662",Eagles
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,28,2026-03-08T19:45:54.441286+00:00,18,"$229,491,743","$122,508,257",$0,"$90,333,257",Cowboys
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,29,2026-03-08T19:45:54.441357+00:00,20,"$233,959,961","$118,040,039",$0,"$87,815,039",Broncos
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,30,2026-03-08T19:45:54.441423+00:00,24,"$239,068,637","$112,931,363",$0,"$86,606,363",Bills
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,31,2026-03-08T19:45:54.441489+00:00,17,"$241,079,783","$110,920,217",$0,"$77,770,217",Lions
salary-cap-space,https://overthecap.com/salary-cap-space/,overthecap_team_salary_caps,2,32,2026-03-08T19:45:54.441555+00:00,26,"$277,012,971","$74,987,029",$0,"$50,612,029",49ers
